Pop;Best
[2061.2502656181023, 1999.043795287189, 1945.7175812271485, 1783.3849367498417, 1872.0682139306784, 1935.9969909558245, 2000.4113956421884, 1999.5989142268058, 1979.0467186578512, 1974.9167056346437, 2042.8202539301215, 1938.4557159281899, 1903.0432866848764, 2012.4261198380573, 1939.5503050714658, 2000.742446990246, 1942.9994417474159, 1843.6461422672648, 1932.7320140325476, 1995.9880638066854, 1947.7536838561768, 2009.504723305193, 2027.849050370315, 1956.4123721063897, 1933.1855034806226, 1911.2703225941884, 1923.7734792995211, 1942.5522123526844, 1967.6902110990836, 2008.940229869122, 1998.6283744557345, 1955.781427001347, 1879.5244691848134, 2085.6842653669532, 1964.6226542973236, 1898.4795620333975, 1995.0456963041167, 1912.2388481935905, 1962.8730506719992, 1959.7080410466249, 1971.0609228176897, 1962.780971442091, 1964.6766089537407, 1990.5222560201933, 1910.3847657144574, 1950.719668769448, 2001.9307534396055, 2044.3346650480885, 1904.2781555914485, 2029.5931339557683];1783.3849367498417
[2027.849050370315, 2012.4261198380573, 2009.504723305193, 2008.940229869122, 2001.9307534396055, 2000.742446990246, 2000.4113956421884, 1999.5989142268058, 1999.043795287189, 1998.6283744557345, 1995.9880638066854, 1995.0456963041167, 1990.5222560201933, 1979.0467186578512, 1974.9167056346437, 1971.0609228176897, 1967.6902110990836, 1964.6766089537407, 1964.6226542973236, 1962.8730506719992, 1962.780971442091, 1959.7080410466249, 1956.4123721063897, 1955.781427001347, 1950.719668769448, 1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1843.6461422672648, 1783.3849367498417, 1786.9962020005794, 1830.2183384381776, 1842.242612914531, 1851.35835044727, 1854.492179297248];1783.3849367498417
[2000.742446990246, 2000.4113956421884, 1999.5989142268058, 1999.043795287189, 1998.6283744557345, 1995.9880638066854, 1995.0456963041167, 1990.5222560201933, 1979.0467186578512, 1974.9167056346437, 1971.0609228176897, 1967.6902110990836, 1964.6766089537407, 1964.6226542973236, 1962.8730506719992, 1962.780971442091, 1959.7080410466249, 1956.4123721063897, 1955.781427001347, 1950.719668769448, 1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1843.6461422672648, 1842.242612914531, 1830.2183384381776, 1786.9962020005794, 1783.3849367498417, 1804.2480441791618, 1836.9801239556077, 1838.7322111530182, 1847.7797711899843, 1850.8709744937591];1783.3849367498417
[1995.9880638066854, 1995.0456963041167, 1990.5222560201933, 1979.0467186578512, 1974.9167056346437, 1971.0609228176897, 1967.6902110990836, 1964.6766089537407, 1964.6226542973236, 1962.8730506719992, 1962.780971442091, 1959.7080410466249, 1956.4123721063897, 1955.781427001347, 1950.719668769448, 1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1804.2480441791618, 1786.9962020005794, 1783.3849367498417, 1769.4172040410544, 1780.2363225341312, 1803.2923219551328, 1819.4468849760626, 1820.6499609688744];1769.4172040410544
[1971.0609228176897, 1967.6902110990836, 1964.6766089537407, 1964.6226542973236, 1962.8730506719992, 1962.780971442091, 1959.7080410466249, 1956.4123721063897, 1955.781427001347, 1950.719668769448, 1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1780.2363225341312, 1769.4172040410544, 1765.6027654242018, 1766.461257015735, 1775.5558489224263, 1780.279674540526, 1781.2691708886045];1765.6027654242018
[1962.780971442091, 1959.7080410466249, 1956.4123721063897, 1955.781427001347, 1950.719668769448, 1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1781.2691708886045, 1780.279674540526, 1780.2363225341312, 1775.5558489224263, 1769.4172040410544, 1766.461257015735, 1765.6027654242018, 1735.6213927387394, 1753.582145755749, 1756.5122775714208, 1758.2035463672296, 1760.2919878390644];1735.6213927387394
[1947.7536838561768, 1945.7175812271485, 1942.9994417474159, 1942.5522123526844, 1939.5503050714658, 1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1781.2691708886045, 1780.279674540526, 1780.2363225341312, 1775.5558489224263, 1769.4172040410544, 1766.461257015735, 1765.6027654242018, 1760.2919878390644, 1758.2035463672296, 1756.5122775714208, 1753.582145755749, 1735.6213927387394, 1702.9843171599703, 1722.7084171267365, 1730.190040959594, 1734.3951771773998, 1737.4780130209924];1702.9843171599703
[1938.4557159281899, 1935.9969909558245, 1933.1855034806226, 1932.7320140325476, 1923.7734792995211, 1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1781.2691708886045, 1780.279674540526, 1780.2363225341312, 1775.5558489224263, 1769.4172040410544, 1766.461257015735, 1765.6027654242018, 1760.2919878390644, 1758.2035463672296, 1756.5122775714208, 1753.582145755749, 1737.4780130209924, 1735.6213927387394, 1734.3951771773998, 1730.190040959594, 1722.7084171267365, 1702.9843171599703, 1699.9418905714035, 1703.6224703933262, 1706.6930204436558, 1713.665883894041, 1721.815265126402];1699.9418905714035
[1912.2388481935905, 1911.2703225941884, 1910.3847657144574, 1904.2781555914485, 1903.0432866848764, 1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1781.2691708886045, 1780.279674540526, 1780.2363225341312, 1775.5558489224263, 1769.4172040410544, 1766.461257015735, 1765.6027654242018, 1760.2919878390644, 1758.2035463672296, 1756.5122775714208, 1753.582145755749, 1737.4780130209924, 1735.6213927387394, 1734.3951771773998, 1730.190040959594, 1722.7084171267365, 1721.815265126402, 1713.665883894041, 1706.6930204436558, 1703.6224703933262, 1702.9843171599703, 1699.9418905714035, 1694.537369271036, 1700.3082978954494, 1703.5994265774273, 1707.0794498835335, 1709.3690397081768];1694.537369271036
[1898.4795620333975, 1879.5244691848134, 1872.0682139306784, 1854.492179297248, 1851.35835044727, 1850.8709744937591, 1847.7797711899843, 1843.6461422672648, 1842.242612914531, 1838.7322111530182, 1836.9801239556077, 1830.2183384381776, 1820.6499609688744, 1819.4468849760626, 1804.2480441791618, 1803.2923219551328, 1786.9962020005794, 1783.3849367498417, 1781.2691708886045, 1780.279674540526, 1780.2363225341312, 1775.5558489224263, 1769.4172040410544, 1766.461257015735, 1765.6027654242018, 1760.2919878390644, 1758.2035463672296, 1756.5122775714208, 1753.582145755749, 1737.4780130209924, 1735.6213927387394, 1734.3951771773998, 1730.190040959594, 1722.7084171267365, 1721.815265126402, 1713.665883894041, 1709.3690397081768, 1707.0794498835335, 1706.6930204436558, 1703.6224703933262, 1703.5994265774273, 1702.9843171599703, 1700.3082978954494, 1699.9418905714035, 1694.537369271036, 1640.1969298862605, 1665.1115038805897, 1693.7496138431657, 1697.3373053176597, 1697.7893620913997];1640.1969298862605
