Pop;Best
[8926.926909479907, 8627.661348307603, 8703.873455187022, 8681.759889282377, 8789.290366492129, 8745.011809196973, 8926.518664470183, 8780.365000595122, 8746.290651550404, 8721.460680915992, 8821.383479741358, 8778.631348023435, 8928.4228502287, 8760.14275752792, 8857.546452362809, 8551.7098883641, 8572.471763362562, 8736.651119935072, 8840.637021302007, 8776.533102781454, 8757.503826454511, 8627.492670913742, 8739.623565698395, 8881.78578676877, 8626.375991781537, 8709.738531865853, 8752.44962390404, 8757.143333761629, 8729.576154611992, 8569.396406932065, 8776.80918985647, 8634.922605209416, 8805.485074000351, 8752.82371954985, 8723.780658647815, 8821.833879679623, 8792.167259945883, 8817.557620422798, 8717.352273946895, 8873.344978177987, 8595.147806847554, 8579.568935079911, 8840.376031606156, 8758.464915404109, 8515.049462069943, 8852.432314359994, 8830.24790872421, 8804.402103866734, 8946.029632620339, 8838.443734137094];8515.049462069943
[8873.344978177987, 8857.546452362809, 8852.432314359994, 8840.637021302007, 8840.376031606156, 8838.443734137094, 8830.24790872421, 8821.833879679623, 8821.383479741358, 8817.557620422798, 8805.485074000351, 8804.402103866734, 8792.167259945883, 8789.290366492129, 8780.365000595122, 8778.631348023435, 8776.80918985647, 8776.533102781454, 8760.14275752792, 8758.464915404109, 8757.503826454511, 8757.143333761629, 8752.82371954985, 8752.44962390404, 8746.290651550404, 8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8569.396406932065, 8551.7098883641, 8515.049462069943, 8479.201236599569, 8510.070038926435, 8522.434858082666, 8533.065988058557, 8571.136262657908];8479.201236599569
[8838.443734137094, 8830.24790872421, 8821.833879679623, 8821.383479741358, 8817.557620422798, 8805.485074000351, 8804.402103866734, 8792.167259945883, 8789.290366492129, 8780.365000595122, 8778.631348023435, 8776.80918985647, 8776.533102781454, 8760.14275752792, 8758.464915404109, 8757.503826454511, 8757.143333761629, 8752.82371954985, 8752.44962390404, 8746.290651550404, 8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8479.201236599569, 8430.789080919774, 8483.681320990656, 8492.303489285132, 8505.48681280157, 8508.629810257526];8430.789080919774
[8805.485074000351, 8804.402103866734, 8792.167259945883, 8789.290366492129, 8780.365000595122, 8778.631348023435, 8776.80918985647, 8776.533102781454, 8760.14275752792, 8758.464915404109, 8757.503826454511, 8757.143333761629, 8752.82371954985, 8752.44962390404, 8746.290651550404, 8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8430.789080919774, 8346.885267262043, 8408.570330580982, 8430.789080919774, 8430.789080919774, 8431.455105682147];8346.885267262043
[8778.631348023435, 8776.80918985647, 8776.533102781454, 8760.14275752792, 8758.464915404109, 8757.503826454511, 8757.143333761629, 8752.82371954985, 8752.44962390404, 8746.290651550404, 8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8408.570330580982, 8346.885267262043, 8356.066957460094, 8372.992051659192, 8407.418283681684, 8419.049163731117, 8419.890296202826];8346.885267262043
[8757.503826454511, 8757.143333761629, 8752.82371954985, 8752.44962390404, 8746.290651550404, 8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8419.890296202826, 8419.049163731117, 8408.570330580982, 8407.418283681684, 8372.992051659192, 8356.066957460094, 8346.885267262043, 8268.404228565783, 8286.007578281158, 8293.367892178063, 8339.77643724315, 8342.057291882746];8268.404228565783
[8745.011809196973, 8739.623565698395, 8736.651119935072, 8729.576154611992, 8723.780658647815, 8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8419.890296202826, 8419.049163731117, 8408.570330580982, 8407.418283681684, 8372.992051659192, 8356.066957460094, 8346.885267262043, 8342.057291882746, 8339.77643724315, 8293.367892178063, 8286.007578281158, 8268.404228565783, 8282.492861180546, 8295.61185993721, 8309.993463176175, 8310.80682623764, 8340.069814164422];8268.404228565783
[8721.460680915992, 8717.352273946895, 8709.738531865853, 8703.873455187022, 8681.759889282377, 8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8419.890296202826, 8419.049163731117, 8408.570330580982, 8407.418283681684, 8372.992051659192, 8356.066957460094, 8346.885267262043, 8342.057291882746, 8340.069814164422, 8339.77643724315, 8310.80682623764, 8309.993463176175, 8295.61185993721, 8293.367892178063, 8286.007578281158, 8282.492861180546, 8268.404228565783, 8226.667719587023, 8232.20249163299, 8245.566824937245, 8279.436290017211, 8289.256400043949];8226.667719587023
[8634.922605209416, 8627.661348307603, 8627.492670913742, 8626.375991781537, 8595.147806847554, 8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8419.890296202826, 8419.049163731117, 8408.570330580982, 8407.418283681684, 8372.992051659192, 8356.066957460094, 8346.885267262043, 8342.057291882746, 8340.069814164422, 8339.77643724315, 8310.80682623764, 8309.993463176175, 8295.61185993721, 8293.367892178063, 8289.256400043949, 8286.007578281158, 8282.492861180546, 8279.436290017211, 8268.404228565783, 8245.566824937245, 8232.20249163299, 8226.667719587023, 8215.079906432587, 8216.551614012677, 8217.842283415588, 8227.555793522035, 8255.682930511592];8215.079906432587
[8579.568935079911, 8572.471763362562, 8571.136262657908, 8569.396406932065, 8551.7098883641, 8533.065988058557, 8522.434858082666, 8515.049462069943, 8510.070038926435, 8508.629810257526, 8505.48681280157, 8492.303489285132, 8483.681320990656, 8479.201236599569, 8431.455105682147, 8430.789080919774, 8430.789080919774, 8430.789080919774, 8419.890296202826, 8419.049163731117, 8408.570330580982, 8407.418283681684, 8372.992051659192, 8356.066957460094, 8346.885267262043, 8342.057291882746, 8340.069814164422, 8339.77643724315, 8310.80682623764, 8309.993463176175, 8295.61185993721, 8293.367892178063, 8289.256400043949, 8286.007578281158, 8282.492861180546, 8279.436290017211, 8268.404228565783, 8255.682930511592, 8245.566824937245, 8232.20249163299, 8227.555793522035, 8226.667719587023, 8217.842283415588, 8216.551614012677, 8215.079906432587, 8182.119923094382, 8186.997706299303, 8195.619178984549, 8197.560350879032, 8199.15240258887];8182.119923094382
