Pop;Best
[8122.392579013841, 8251.557053434777, 8361.119755555705, 8295.718472002536, 8202.714268487009, 8219.360922328111, 8184.058354069288, 8183.490380016736, 8285.761806979692, 8200.061104682225, 8280.57779901701, 8114.839118542314, 8171.264069546613, 8080.945720139387, 8111.423340290186, 8163.884570189167, 8259.081609647781, 8225.375702500396, 8171.490004102913, 8403.746943513519, 8191.034771963057, 8187.792502988756, 8042.467283797906, 8278.223523009832, 8100.641056722993, 8310.012358114858, 8395.036226964135, 8235.467251182497, 8194.883265082348, 8290.130405666907, 8063.40421067953, 8276.642951291364, 8230.696403973885, 8042.214961311639, 8252.94197780333, 8211.88501483155, 8310.14826728308, 8233.837792150061, 8271.913324757948, 8259.842452453662, 8473.1879052982, 8329.622910335802, 8392.198773125976, 8362.895865988086, 8280.081245896432, 8462.465400334646, 8165.397110921401, 8362.620675911752, 8318.412463713536, 8135.18695945201];8042.214961311639
[8362.895865988086, 8362.620675911752, 8361.119755555705, 8329.622910335802, 8318.412463713536, 8310.14826728308, 8310.012358114858, 8295.718472002536, 8290.130405666907, 8285.761806979692, 8280.57779901701, 8280.081245896432, 8278.223523009832, 8276.642951291364, 8271.913324757948, 8259.842452453662, 8259.081609647781, 8252.94197780333, 8251.557053434777, 8235.467251182497, 8233.837792150061, 8230.696403973885, 8225.375702500396, 8219.360922328111, 8211.88501483155, 8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8042.467283797906, 8042.214961311639, 7929.529941123385, 7957.328551119439, 8042.214961311639, 8042.214961311639, 8062.28825438107];7929.529941123385
[8310.14826728308, 8310.012358114858, 8295.718472002536, 8290.130405666907, 8285.761806979692, 8280.57779901701, 8280.081245896432, 8278.223523009832, 8276.642951291364, 8271.913324757948, 8259.842452453662, 8259.081609647781, 8252.94197780333, 8251.557053434777, 8235.467251182497, 8233.837792150061, 8230.696403973885, 8225.375702500396, 8219.360922328111, 8211.88501483155, 8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7957.328551119439, 7929.529941123385, 7936.664033487228, 7975.498579887094, 7980.502999086098, 7981.697506060651, 7984.265853009308];7929.529941123385
[8280.57779901701, 8280.081245896432, 8278.223523009832, 8276.642951291364, 8271.913324757948, 8259.842452453662, 8259.081609647781, 8252.94197780333, 8251.557053434777, 8235.467251182497, 8233.837792150061, 8230.696403973885, 8225.375702500396, 8219.360922328111, 8211.88501483155, 8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7936.664033487228, 7929.529941123385, 7790.263862052127, 7915.229573411588, 7918.689158668296, 7940.299080599432, 7952.5584471608545];7790.263862052127
[8259.842452453662, 8259.081609647781, 8252.94197780333, 8251.557053434777, 8235.467251182497, 8233.837792150061, 8230.696403973885, 8225.375702500396, 8219.360922328111, 8211.88501483155, 8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7790.263862052127, 7860.988104277887, 7889.792786550667, 7898.4920984479995, 7904.991260812964, 7905.639035184184];7790.263862052127
[8233.837792150061, 8230.696403973885, 8225.375702500396, 8219.360922328111, 8211.88501483155, 8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7905.639035184184, 7904.991260812964, 7898.4920984479995, 7889.792786550667, 7860.988104277887, 7790.263862052127, 7783.390071373071, 7799.8324608537805, 7819.584822832692, 7857.402736957384, 7860.471825770097];7783.390071373071
[8202.714268487009, 8200.061104682225, 8194.883265082348, 8191.034771963057, 8187.792502988756, 8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7905.639035184184, 7904.991260812964, 7898.4920984479995, 7889.792786550667, 7860.988104277887, 7860.471825770097, 7857.402736957384, 7819.584822832692, 7799.8324608537805, 7790.263862052127, 7783.390071373071, 7790.263862052127, 7790.263862052127, 7819.261920835894, 7820.781243285605, 7833.550586221567];7783.390071373071
[8184.058354069288, 8183.490380016736, 8171.490004102913, 8171.264069546613, 8165.397110921401, 8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7905.639035184184, 7904.991260812964, 7898.4920984479995, 7889.792786550667, 7860.988104277887, 7860.471825770097, 7857.402736957384, 7833.550586221567, 7820.781243285605, 7819.584822832692, 7819.261920835894, 7799.8324608537805, 7790.263862052127, 7790.263862052127, 7790.263862052127, 7783.390071373071, 7745.637883030123, 7762.869571315282, 7770.081978002023, 7792.280545486035, 7794.861686864849];7745.637883030123
[8163.884570189167, 8135.18695945201, 8122.392579013841, 8114.839118542314, 8111.423340290186, 8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7905.639035184184, 7904.991260812964, 7898.4920984479995, 7889.792786550667, 7860.988104277887, 7860.471825770097, 7857.402736957384, 7833.550586221567, 7820.781243285605, 7819.584822832692, 7819.261920835894, 7799.8324608537805, 7794.861686864849, 7792.280545486035, 7790.263862052127, 7790.263862052127, 7790.263862052127, 7783.390071373071, 7770.081978002023, 7762.869571315282, 7745.637883030123, 7739.71964386515, 7740.705033144467, 7745.637883030123, 7745.637883030123, 7767.176192631737];7739.71964386515
[8100.641056722993, 8080.945720139387, 8063.40421067953, 8062.28825438107, 8042.467283797906, 8042.214961311639, 8042.214961311639, 8042.214961311639, 7984.265853009308, 7981.697506060651, 7980.502999086098, 7975.498579887094, 7957.328551119439, 7952.5584471608545, 7940.299080599432, 7936.664033487228, 7929.529941123385, 7918.689158668296, 7915.229573411588, 7905.639035184184, 7904.991260812964, 7898.4920984479995, 7889.792786550667, 7860.988104277887, 7860.471825770097, 7857.402736957384, 7833.550586221567, 7820.781243285605, 7819.584822832692, 7819.261920835894, 7799.8324608537805, 7794.861686864849, 7792.280545486035, 7790.263862052127, 7790.263862052127, 7790.263862052127, 7783.390071373071, 7770.081978002023, 7767.176192631737, 7762.869571315282, 7745.637883030123, 7745.637883030123, 7745.637883030123, 7740.705033144467, 7739.71964386515, 7655.794133456906, 7691.179538132509, 7704.510694455935, 7725.762107761102, 7734.760341780055];7655.794133456906
